"","id","CRIMETYPE"
"135",32146,"BTFV"
"136",51692,"BTFV"
"137",76408,"BTFV"
"138",47865,"BTFV"
"139",125573,"BTFV"
"140",166793,"BTFV"
"141",62449,"BTFV"
"142",7641,"BTFV"
"143",230598,"BTFV"
"144",91072,"BURG"
"145",218136,"BTFV"
"146",96850,"BTFV"
"147",85532,"BURG"
"148",107500,"BTFV"
"149",62541,"BTFV"
"150",188566,"BTFV"
"151",235059,"BTFV"
"152",237282,"BTFV"
"153",150432,"BTFV"
"154",75458,"BTFV"
"155",44568,"BURG"
"156",18891,"BTFV"
"157",216078,"BTFV"
"158",103019,"BTFV"
"159",41309,"BURG"
"160",184413,"BTFV"
"161",75287,"BTFV"
"162",52429,"BTFV"
"163",95479,"BTFV"
"164",80,"BTFV"
"165",209243,"BTFV"
"166",220281,"BTFV"
"167",194414,"BTFV"
"168",211629,"BTFV"
"169",7536,"BTFV"
"170",155884,"BTFV"
"171",174931,"BTFV"
"172",193476,"BTFV"
"173",278,"BTFV"
"174",152214,"BTFV"
"175",21002,"BTFV"
"176",48890,"BTFV"
"177",222757,"BTFV"
"178",74161,"BTFV"
"179",17049,"BTFV"
"180",44825,"BURG"
"181",180805,"BTFV"
"182",46997,"BURG"
"183",8930,"BTFV"
"184",76945,"BTFV"
"185",171848,"BTFV"
"186",163430,"BTFV"
"187",105451,"BTFV"
"188",106081,"BTFV"
"189",88115,"BURG"
"190",127841,"BTFV"
"191",18929,"BTFV"
"192",153772,"BTFV"
"193",131766,"BTFV"
"194",180375,"BTFV"
"195",224735,"BTFV"
"196",148789,"BTFV"
"197",201435,"BTFV"
"198",235675,"BTFV"
"199",165802,"BTFV"
"200",71905,"BTFV"
"201",141282,"BTFV"
"202",165276,"BTFV"
"203",143203,"BTFV"
"204",207076,"BTFV"
"205",211670,"BTFV"
"206",171389,"BTFV"
"207",181063,"BTFV"
"208",24870,"BTFV"
"209",179527,"BTFV"
"210",39663,"BURG"
"211",111443,"BTFV"
"212",167485,"BTFV"
"213",55046,"BTFV"
"214",36805,"BURG"
"215",118775,"BTFV"
"216",185238,"BTFV"
"217",24447,"BTFV"
"218",57426,"BTFV"
"219",210956,"BTFV"
"220",149679,"BTFV"
"221",180102,"BTFV"
"222",162576,"BTFV"
"223",137570,"BTFV"
"224",29834,"BURG"
"225",133573,"BURG"
"226",85002,"BURG"
"227",8090,"BTFV"
"228",153824,"BTFV"
"229",63637,"BTFV"
"230",35505,"BURG"
"231",45950,"BURG"
"232",225184,"BTFV"
"233",99698,"BTFV"
"234",142780,"BTFV"
"235",37008,"BURG"
"236",184955,"BTFV"
"237",63569,"BTFV"
"238",132682,"BURG"
"239",128038,"BTFV"
"240",66080,"BTFV"
"241",234596,"BTFV"
"242",9570,"BTFV"
"243",125271,"BTFV"
"244",45874,"BURG"
"245",23352,"BTFV"
"246",53825,"BTFV"
"247",218411,"BTFV"
"248",178750,"BTFV"
"249",57123,"BTFV"
"250",204147,"BTFV"
"251",82002,"BTFV"
"252",109094,"BTFV"
"253",103684,"BTFV"
"254",103718,"BTFV"
"255",98873,"BTFV"
"256",154176,"BTFV"
"257",6023,"BTFV"
"258",177977,"BTFV"
"259",47983,"BTFV"
"260",88296,"BURG"
"261",91412,"BURG"
"262",107347,"BTFV"
"263",86979,"BURG"
"264",190179,"BTFV"
"265",165041,"BTFV"
"266",107543,"BTFV"
"267",110170,"BTFV"
"268",130941,"BURG"
"269",150446,"BTFV"
"270",128037,"BTFV"
"271",64038,"BTFV"
"272",213816,"BTFV"
"273",204958,"BTFV"
"274",191653,"BTFV"
"275",160306,"BTFV"
"276",168114,"BTFV"
"277",222958,"BTFV"
"278",65299,"BTFV"
"279",33409,"BURG"
"280",14072,"BTFV"
"281",87148,"BURG"
"282",199183,"BTFV"
"283",120829,"BTFV"
"284",223164,"BTFV"
"285",43124,"BURG"
"286",59621,"BTFV"
"287",101661,"BTFV"
"288",184271,"BTFV"
"289",74820,"BTFV"
"290",159740,"BTFV"
"291",342,"BTFV"
"292",187701,"BTFV"
"293",128028,"BTFV"
"294",225819,"BTFV"
"295",233167,"BTFV"
"296",30769,"BURG"
"297",113308,"BTFV"
"298",239200,"BTFV"
"299",151016,"BTFV"
"300",89632,"BURG"
"301",65211,"BTFV"
"302",138598,"BTFV"
"303",21977,"BTFV"
"304",160144,"BTFV"
"305",169591,"BTFV"
"306",228677,"BTFV"
"307",205214,"BTFV"
"308",68976,"BTFV"
"309",166372,"BTFV"
"310",113952,"BTFV"
"311",85301,"BURG"
"312",42120,"BURG"
"313",180227,"BTFV"
"314",27497,"BTFV"
"315",33462,"BURG"
"316",24909,"BTFV"
"317",46002,"BURG"
"318",87075,"BURG"
"319",151711,"BTFV"
"320",10187,"BTFV"
"321",159315,"BTFV"
"322",82261,"BTFV"
"323",197167,"BTFV"
"324",205101,"BTFV"
"325",5275,"BTFV"
"326",73254,"BTFV"
"327",137387,"BTFV"
"328",10880,"BTFV"
"329",64902,"BTFV"
"330",64027,"BTFV"
"331",129218,"BTFV"
"332",63655,"BTFV"
"333",131312,"BTFV"
"334",185924,"BTFV"
"335",67570,"BTFV"
"336",88349,"BURG"
"337",23384,"BTFV"
"338",106715,"BTFV"
"339",72934,"BTFV"
"340",92770,"BTFV"
"341",81475,"BTFV"
"342",225256,"BTFV"
"343",184195,"BTFV"
"344",193652,"BTFV"
"345",169368,"BTFV"
"346",35305,"BURG"
"347",29922,"BURG"
"348",103706,"BTFV"
"349",53115,"BTFV"
"350",140035,"BTFV"
"351",124394,"BTFV"
"352",126002,"BTFV"
"353",68810,"BTFV"
"354",194160,"BTFV"
"355",98240,"BTFV"
"356",133832,"BURG"
"357",27313,"BTFV"
"358",34066,"BURG"
"359",27630,"BTFV"
"360",172904,"BTFV"
"361",125829,"BTFV"
"362",154632,"BTFV"
"363",84805,"BTFV"
"364",4689,"BTFV"
"365",55213,"BTFV"
"366",37606,"BURG"
"367",199347,"BTFV"
"368",127744,"BTFV"
"369",23458,"BTFV"
"370",103272,"BTFV"
"371",102345,"BTFV"
"372",184593,"BTFV"
"373",201402,"BTFV"
"374",70582,"BTFV"
"375",39764,"BURG"
"376",232512,"BTFV"
"377",87894,"BURG"
"378",169681,"BTFV"
"379",209610,"BTFV"
"380",94227,"BTFV"
"381",90055,"BURG"
"382",209576,"BTFV"
"383",26231,"BTFV"
"384",80300,"BTFV"
"385",145754,"BTFV"
"386",83692,"BURG"
"387",76669,"BTFV"
"388",183857,"BTFV"
"389",5347,"BTFV"
"390",102054,"BTFV"
"391",108833,"BTFV"
"392",47526,"BTFV"
"393",136538,"BTFV"
"394",96781,"BTFV"
"395",148220,"BTFV"
"396",190800,"BTFV"
"397",68656,"BTFV"
"398",123852,"BTFV"
"399",130087,"BURG"
"400",33326,"BURG"
"401",171720,"BTFV"
"402",158022,"BTFV"
"403",8716,"BTFV"
"404",186811,"BTFV"
"405",103580,"BTFV"
"406",185488,"BTFV"
"407",31788,"BTFV"
"408",4488,"BTFV"
"409",178692,"BTFV"
"410",218793,"BTFV"
"411",194435,"BTFV"
"412",23429,"BTFV"
"413",125707,"BTFV"
"414",189226,"BTFV"
"415",20348,"BTFV"
"416",70683,"BTFV"
"417",133140,"BURG"
"418",192981,"BTFV"
"419",155437,"BTFV"
"420",239254,"BTFV"
"421",225190,"BTFV"
"422",96849,"BTFV"
"423",6872,"BTFV"
"424",177230,"BURG"
"425",109238,"BTFV"
"426",194445,"BTFV"
"427",98445,"BTFV"
"428",131441,"BTFV"
"429",169615,"BTFV"
"430",216374,"BTFV"
"431",195593,"BTFV"
"432",111835,"BTFV"
"433",230077,"BTFV"
"434",137576,"BTFV"
"435",209411,"BTFV"
"436",48182,"BTFV"
"437",96725,"BTFV"
"438",1623,"BTFV"
"439",226222,"BTFV"
"440",66369,"BTFV"
"441",156919,"BTFV"
"442",86116,"BURG"
"443",78985,"BTFV"
"444",49087,"BTFV"
"445",167591,"BTFV"
"446",120815,"BTFV"
"447",100222,"BTFV"
"448",132469,"BURG"
"449",77016,"BTFV"
"450",98877,"BTFV"
"451",17714,"BTFV"
"452",110319,"BTFV"
"453",149421,"BTFV"
"454",70485,"BTFV"
"455",48171,"BTFV"
"456",60564,"BTFV"
"457",166507,"BTFV"
"458",5374,"BTFV"
"459",183884,"BTFV"
"460",149862,"BTFV"
"461",102462,"BTFV"
"462",52009,"BTFV"
"463",92532,"BTFV"
"464",50555,"BTFV"
"465",131194,"BTFV"
"466",212861,"BTFV"
"467",91283,"BURG"
"468",203206,"BTFV"
"469",225167,"BTFV"
"470",114743,"BTFV"
"471",232262,"BTFV"
"472",106349,"BTFV"
"473",187014,"BTFV"
"474",207,"BTFV"
"475",191710,"BTFV"
"476",5007,"BTFV"
"477",22081,"BTFV"
"478",121802,"BTFV"
"479",158113,"BTFV"
"480",132947,"BURG"
"481",197990,"BTFV"
"482",214651,"BTFV"
"483",53353,"BTFV"
"484",235964,"BTFV"
"485",185035,"BTFV"
"486",12494,"BTFV"
"487",69428,"BTFV"
"488",135762,"BTFV"
"489",164720,"BTFV"
"490",37980,"BURG"
"491",175120,"BTFV"
"492",12457,"BTFV"
"493",159333,"BTFV"
"494",82082,"BTFV"
"495",68172,"BTFV"
"496",136261,"BTFV"
"497",159607,"BTFV"
"498",29078,"BTFV"
"499",23811,"BTFV"
"500",16329,"BTFV"
"501",163633,"BTFV"
"502",140159,"BTFV"
"503",45530,"BURG"
"504",188465,"BTFV"
"505",238781,"BTFV"
"506",161413,"BTFV"
"507",23891,"BTFV"
"508",75836,"BTFV"
"509",239255,"BTFV"
"510",90849,"BURG"
"511",98953,"BTFV"
"512",178323,"BTFV"
"513",117313,"BTFV"
"514",146777,"BTFV"
"515",214537,"BTFV"
"516",208762,"BTFV"
"517",102996,"BTFV"
"518",186966,"BTFV"
"519",178441,"BTFV"
"520",52386,"BTFV"
"521",126325,"BTFV"
"522",169783,"BTFV"
"523",24561,"BTFV"
"524",25328,"BTFV"
"525",27087,"BTFV"
"526",213483,"BTFV"
"527",6786,"BTFV"
"528",130747,"BURG"
"529",10,"BTFV"
"530",176649,"BTFV"
"531",64262,"BTFV"
"532",114657,"BTFV"
"533",113855,"BTFV"
"534",73923,"BTFV"
"535",42182,"BURG"
"536",51555,"BTFV"
"537",179210,"BTFV"
"538",18045,"BTFV"
"539",110813,"BTFV"
"540",217618,"BTFV"
"541",10464,"BTFV"
"542",202376,"BTFV"
"543",196339,"BTFV"
"544",27427,"BTFV"
"545",16828,"BTFV"
"546",187047,"BTFV"
"547",153536,"BTFV"
"548",79781,"BTFV"
"549",154972,"BTFV"
"550",41648,"BURG"
"551",52369,"BTFV"
"552",96611,"BTFV"
"553",46165,"BURG"
"554",8308,"BTFV"
"555",117180,"BTFV"
"556",35404,"BURG"
"557",116143,"BTFV"
"558",223365,"BTFV"
"559",127681,"BTFV"
"560",189593,"BTFV"
"561",96998,"BTFV"
"562",229987,"BTFV"
"563",53941,"BTFV"
"564",221596,"BTFV"
"565",80398,"BURG"
"566",237313,"BTFV"
"567",67949,"BTFV"
"568",54411,"BTFV"
"569",18156,"BTFV"
"570",172241,"BTFV"
"571",195232,"BTFV"
"572",47785,"BTFV"
"573",158361,"BTFV"
"574",14474,"BTFV"
"575",189935,"BTFV"
"576",207572,"BTFV"
"577",190789,"BTFV"
"578",10998,"BTFV"
"579",204081,"BTFV"
"580",139653,"BTFV"
"581",179161,"BTFV"
"582",106990,"BTFV"
"583",90445,"BURG"
"584",224786,"BTFV"
"585",30416,"BURG"
"586",140587,"BTFV"
"587",157850,"BTFV"
"588",157395,"BTFV"
"589",87388,"BURG"
"590",31200,"BTFV"
"591",20587,"BTFV"
"592",51876,"BTFV"
"593",94286,"BTFV"
"594",12702,"BTFV"
"595",93227,"BTFV"
"596",94181,"BTFV"
"597",224089,"BTFV"
"598",134113,"BURG"
"599",196629,"BTFV"
"600",71179,"BTFV"
"601",19590,"BTFV"
"602",222343,"BTFV"
"603",53573,"BTFV"
"604",59277,"BTFV"
"605",83289,"BURG"
"606",59416,"BTFV"
"607",90402,"BURG"
"608",26467,"BTFV"
"609",150794,"BTFV"
"610",82808,"BURG"
"611",115206,"BTFV"
"612",138329,"BTFV"
"613",110893,"BTFV"
"614",110699,"BTFV"
"615",226917,"BTFV"
"616",37778,"BURG"
"617",102960,"BTFV"
"618",6010,"BTFV"
"619",24217,"BTFV"
"620",29436,"BTFV"
"621",92863,"BTFV"
"622",78184,"BTFV"
"623",100264,"BTFV"
"624",87175,"BURG"
"625",176709,"BTFV"
"626",32112,"BTFV"
"627",41938,"BURG"
"628",204060,"BTFV"
"629",227404,"BTFV"
"630",43969,"BURG"
"631",67367,"BTFV"
"632",42161,"BURG"
"633",48010,"BTFV"
"634",233712,"BTFV"
"635",67733,"BTFV"
"636",23213,"BTFV"
"637",165338,"BTFV"
"638",129810,"BURG"
"639",48779,"BTFV"
"640",57133,"BTFV"
"641",120163,"BTFV"
"642",192657,"BTFV"
"643",237015,"BTFV"
"644",186749,"BTFV"
"645",46584,"BURG"
"646",231875,"BTFV"
"647",18344,"BTFV"
"648",133258,"BURG"
"649",197583,"BTFV"
"650",43013,"BURG"
"651",54419,"BTFV"
"652",231613,"BTFV"
"653",144596,"BTFV"
"654",162121,"BTFV"
"655",232313,"BTFV"
"656",151980,"BTFV"
"657",187365,"BTFV"
"658",116477,"BTFV"
"659",82210,"BTFV"
"660",217622,"BTFV"
"661",150283,"BTFV"
"662",209928,"BTFV"
"663",186112,"BTFV"
"664",62728,"BTFV"
"665",229742,"BTFV"
"666",54323,"BTFV"
"667",195469,"BTFV"
"668",38460,"BURG"
"669",186430,"BTFV"
"670",215915,"BTFV"
"671",40603,"BURG"
"672",150888,"BTFV"
"673",215223,"BTFV"
"674",33525,"BURG"
"675",194078,"BTFV"
"676",48488,"BTFV"
"677",32009,"BTFV"
"678",105082,"BTFV"
"679",78760,"BTFV"
"680",134304,"BURG"
"681",46876,"BURG"
"682",228917,"BTFV"
"683",145415,"BTFV"
"684",194427,"BTFV"
"685",163859,"BTFV"
"686",59705,"BTFV"
"687",39037,"BURG"
"688",151465,"BTFV"
"689",119808,"BTFV"
"690",216423,"BTFV"
"691",145912,"BTFV"
"692",131363,"BTFV"
"693",164798,"BTFV"
"694",191156,"BTFV"
"695",70991,"BTFV"
"696",221568,"BTFV"
"697",58621,"BTFV"
"698",106950,"BTFV"
"699",48111,"BTFV"
"700",181690,"BTFV"
"701",16689,"BTFV"
"702",16371,"BTFV"
"703",173814,"BTFV"
"704",82308,"BTFV"
"705",7794,"BTFV"
"706",190558,"BTFV"
"707",53789,"BTFV"
"708",119619,"BTFV"
"709",144026,"BTFV"
"710",62561,"BTFV"
"711",76369,"BTFV"
"712",209495,"BTFV"
"713",225979,"BTFV"
"714",122945,"BTFV"
"715",140398,"BTFV"
"716",137726,"BTFV"
"717",225291,"BTFV"
"718",12145,"BTFV"
"719",108397,"BTFV"
"720",148031,"BTFV"
"721",214178,"BTFV"
"722",217253,"BTFV"
"723",21680,"BTFV"
"724",127797,"BTFV"
"725",209140,"BTFV"
"726",197307,"BTFV"
"727",136658,"BTFV"
"728",142361,"BTFV"
"729",9593,"BTFV"
"730",54451,"BTFV"
"731",40044,"BURG"
"732",205056,"BTFV"
"733",169868,"BTFV"
"734",200818,"BTFV"
"735",70605,"BTFV"
"736",226712,"BTFV"
"737",157237,"BTFV"
"738",114069,"BTFV"
"739",122578,"BTFV"
"740",178966,"BTFV"
"741",184074,"BTFV"
"742",175877,"BTFV"
"743",128144,"BTFV"
"744",58923,"BTFV"
"745",99630,"BTFV"
"746",93963,"BTFV"
"747",222456,"BTFV"
"748",152034,"BTFV"
"749",107979,"BTFV"
"750",16562,"BTFV"
"751",222195,"BTFV"
"752",214120,"BTFV"
"753",54738,"BTFV"
"754",69914,"BTFV"
"755",68474,"BTFV"
"756",16560,"BTFV"
"757",227980,"BTFV"
"758",158926,"BTFV"
"759",28471,"BTFV"
"760",51633,"BTFV"
"761",197237,"BTFV"
"762",67250,"BTFV"
"763",151355,"BTFV"
"764",142350,"BTFV"
"765",101964,"BTFV"
"766",83845,"BURG"
"767",21076,"BTFV"
"768",64191,"BTFV"
"769",189067,"BTFV"
"770",96208,"BTFV"
"771",193512,"BTFV"
"772",58498,"BTFV"
"773",102047,"BTFV"
"774",84299,"BURG"
"775",189034,"BTFV"
"776",128943,"BTFV"
"777",225673,"BTFV"
"778",91506,"BURG"
"779",99448,"BTFV"
"780",48356,"BTFV"
"781",176491,"BTFV"
"782",29766,"BURG"
"783",222808,"BTFV"
"784",165514,"BTFV"
"785",34394,"BURG"
"786",236538,"BTFV"
"787",97291,"BTFV"
"788",178215,"BTFV"
"789",153773,"BTFV"
"790",152011,"BTFV"
"791",118598,"BTFV"
"792",157483,"BTFV"
"793",157012,"BTFV"
"794",102554,"BTFV"
"795",16839,"BTFV"
"796",88213,"BURG"
"797",170543,"BTFV"
"798",186382,"BTFV"
"799",62147,"BTFV"
"800",77702,"BTFV"
"801",207512,"BTFV"
"802",118486,"BTFV"
"803",159891,"BTFV"
"804",114859,"BTFV"
"805",70863,"BTFV"
"806",69653,"BTFV"
"807",132117,"BTFV"
"808",128558,"BTFV"
"809",179469,"BTFV"
"810",89158,"BURG"
"811",207953,"BTFV"
"812",31997,"BTFV"
"813",100930,"BTFV"
"814",171332,"BTFV"
"815",69070,"BTFV"
"816",77496,"BTFV"
"817",97324,"BTFV"
"818",104823,"BTFV"
"819",84204,"BURG"
"820",13113,"BTFV"
"821",96545,"BTFV"
"822",4284,"BTFV"
"823",88878,"BURG"
"824",55251,"BTFV"
"825",212596,"BTFV"
"826",9316,"BTFV"
"827",156665,"BTFV"
"828",116325,"BTFV"
"829",55981,"BTFV"
"830",95155,"BTFV"
"831",231046,"BTFV"
"832",27094,"BTFV"
"833",41612,"BURG"
"834",44312,"BURG"
"835",109443,"BTFV"
"836",153388,"BTFV"
"837",62004,"BTFV"
"838",117590,"BTFV"
"839",135770,"BTFV"
"840",144817,"BTFV"
"841",51848,"BTFV"
"842",205281,"BTFV"
"843",108449,"BTFV"
"844",7603,"BTFV"
"845",166842,"BTFV"
"846",211744,"BTFV"
"847",154568,"BTFV"
"848",195175,"BTFV"
"849",32069,"BTFV"
"850",237235,"BTFV"
"851",89032,"BURG"
"852",51390,"BTFV"
"853",158230,"BTFV"
"854",228078,"BTFV"
"855",131210,"BTFV"
"856",234249,"BTFV"
"857",9079,"BTFV"
"858",45898,"BURG"
"859",83580,"BURG"
"860",18830,"BTFV"
"861",218188,"BTFV"
"862",80938,"BTFV"
"863",2942,"BTFV"
"864",78095,"BTFV"
"865",88232,"BURG"
"866",179591,"BTFV"
"867",174033,"BTFV"
"868",194623,"BTFV"
"869",51920,"BTFV"
"870",70894,"BTFV"
"871",81786,"BTFV"
"872",9466,"BTFV"
"873",221592,"BTFV"
"874",101829,"BTFV"
"875",16672,"BTFV"
"876",138676,"BTFV"
"877",213002,"BTFV"
"878",122170,"BTFV"
"879",994,"BTFV"
"880",115769,"BTFV"
"881",237992,"BTFV"
"882",217130,"BTFV"
"883",73472,"BTFV"
"884",158992,"BTFV"
"885",56907,"BTFV"
"886",178162,"BTFV"
"887",15842,"BTFV"
"888",220626,"BTFV"
"889",205303,"BTFV"
"890",91406,"BURG"
"891",93206,"BTFV"
"892",213569,"BTFV"
"893",33931,"BURG"
"894",117328,"BTFV"
"895",127282,"BTFV"
"896",60990,"BTFV"
"897",227450,"BTFV"
"898",219844,"BTFV"
"899",187617,"BTFV"
"900",12691,"BTFV"
"901",23879,"BTFV"
"902",136225,"BTFV"
"903",10412,"BTFV"
"904",93159,"BTFV"
"905",173732,"BTFV"
"906",108428,"BTFV"
"907",238233,"BTFV"
"908",48788,"BTFV"
"909",158412,"BTFV"
"910",224741,"BTFV"
"911",177026,"BURG"
"912",225239,"BTFV"
"913",74050,"BTFV"
"914",19399,"BTFV"
"915",14700,"BTFV"
"916",72492,"BTFV"
"917",238830,"BTFV"
"918",132145,"BTFV"
"919",170397,"BTFV"
"920",102903,"BTFV"
"921",145207,"BTFV"
"922",87028,"BURG"
"923",18191,"BTFV"
"924",187735,"BTFV"
"925",154117,"BTFV"
"926",29678,"BURG"
"927",3940,"BTFV"
"928",140574,"BTFV"
"929",56524,"BTFV"
"930",174152,"BTFV"
"931",35006,"BURG"
"932",219920,"BTFV"
"933",24126,"BTFV"
"934",45176,"BURG"
"935",148095,"BTFV"
"936",51216,"BTFV"
"937",230155,"BTFV"
"938",102833,"BTFV"
"939",63887,"BTFV"
"940",171198,"BTFV"
"941",7293,"BTFV"
"942",26478,"BTFV"
"943",164002,"BTFV"
"944",186917,"BTFV"
"945",195558,"BTFV"
"946",105147,"BTFV"
"947",123554,"BTFV"
"948",207039,"BTFV"
"949",201849,"BTFV"
"950",53454,"BTFV"
"951",40749,"BURG"
"952",17300,"BTFV"
"953",10728,"BTFV"
"954",112213,"BTFV"
"955",36936,"BURG"
"956",162482,"BTFV"
"957",138717,"BTFV"
"958",157120,"BTFV"
"959",51875,"BTFV"
"960",60968,"BTFV"
"961",15579,"BTFV"
"962",159055,"BTFV"
"963",99112,"BTFV"
"964",220801,"BTFV"
"965",27250,"BTFV"
"966",73791,"BTFV"
"967",180831,"BTFV"
"968",167944,"BTFV"
"969",101632,"BTFV"
"970",53024,"BTFV"
"971",6161,"BTFV"
"972",86068,"BURG"
"973",4967,"BTFV"
"974",89135,"BURG"
"975",8036,"BTFV"
"976",187809,"BTFV"
"977",87839,"BURG"
"978",104763,"BTFV"
"979",164779,"BTFV"
"980",205425,"BTFV"
"981",13459,"BTFV"
"982",218722,"BTFV"
"983",169832,"BTFV"
"984",231788,"BTFV"
"985",63494,"BTFV"
"986",195973,"BTFV"
"987",151545,"BTFV"
"988",21063,"BTFV"
"989",55118,"BTFV"
"990",215743,"BTFV"
"991",116402,"BTFV"
"992",77351,"BTFV"
"993",225193,"BTFV"
"994",182148,"BTFV"
"995",92264,"BURG"
"996",165317,"BTFV"
"997",135598,"BTFV"
"998",122732,"BTFV"
"999",9172,"BTFV"
"1000",23019,"BTFV"
"1001",124525,"BTFV"
"1002",216334,"BTFV"
"1003",222949,"BTFV"
"1004",226236,"BTFV"
"1005",30544,"BURG"
"1006",183008,"BTFV"
"1007",92043,"BURG"
"1008",212448,"BTFV"
"1009",124896,"BTFV"
"1010",193487,"BTFV"
"1011",31510,"BTFV"
"1012",46332,"BURG"
"1013",6673,"BTFV"
"1014",77959,"BTFV"
"1015",69675,"BTFV"
"1016",61914,"BTFV"
"1017",236487,"BTFV"
"1018",111993,"BTFV"
"1019",170223,"BTFV"
"1020",98876,"BTFV"
"1021",147443,"BTFV"
"1022",184714,"BTFV"
"1023",214446,"BTFV"
"1024",164024,"BTFV"
"1025",54586,"BTFV"
"1026",107304,"BTFV"
"1027",183685,"BTFV"
"1028",225352,"BTFV"
"1029",11387,"BTFV"
"1030",136697,"BTFV"
"1031",182102,"BTFV"
"1032",48123,"BTFV"
"1033",146170,"BTFV"
"1034",164654,"BTFV"
"1035",196969,"BTFV"
"1036",227139,"BTFV"
"1037",179031,"BTFV"
"1038",24666,"BTFV"
"1039",90583,"BURG"
"1040",192822,"BTFV"
"1041",103213,"BTFV"
"1042",141961,"BTFV"
"1043",124790,"BTFV"
"1044",94769,"BTFV"
"1045",176866,"BTFV"
"1046",129273,"BTFV"
"1047",117767,"BTFV"
"1048",135343,"BTFV"
"1049",236032,"BTFV"
"1050",207213,"BTFV"
"1051",210189,"BTFV"
"1052",144202,"BTFV"
"1053",103262,"BTFV"
"1054",108924,"BTFV"
"1055",208619,"BTFV"
"1056",6460,"BTFV"
"1057",128523,"BTFV"
"1058",156156,"BTFV"
"1059",5785,"BTFV"
"1060",180234,"BTFV"
"1061",3791,"BTFV"
"1062",4076,"BTFV"
"1063",112682,"BTFV"
"1064",76982,"BTFV"
"1065",208580,"BTFV"
"1066",49142,"BTFV"
"1067",156073,"BTFV"
"1068",18478,"BTFV"
"1069",202040,"BTFV"
"1070",209406,"BTFV"
"1071",217401,"BTFV"
"1072",98583,"BTFV"
"1073",101228,"BTFV"
"1074",90872,"BURG"
"1075",116624,"BTFV"
"1076",188932,"BTFV"
"1077",194765,"BTFV"
"1078",136650,"BTFV"
"1079",212213,"BTFV"
