"id","CRIMETYPE"
118775,"BURG"
185238,"BURG"
24447,"BURG"
57426,"BURG"
210956,"BURG"
149679,"BURG"
180102,"BURG"
162576,"BURG"
137570,"BURG"
29834,"BURG"
133573,"BURG"
85002,"BURG"
8090,"BURG"
153824,"BURG"
63637,"BURG"
35505,"BURG"
45950,"BURG"
225184,"BURG"
99698,"BURG"
142780,"BURG"
37008,"BURG"
184955,"BURG"
63569,"BURG"
132682,"BURG"
128038,"BURG"
66080,"BURG"
234596,"BURG"
9570,"BURG"
125271,"BURG"
45874,"BURG"
23352,"BURG"
53825,"BURG"
218411,"BURG"
178750,"BURG"
57123,"BURG"
204147,"BURG"
82002,"BURG"
109094,"BURG"
103684,"BURG"
103718,"BURG"
98873,"BURG"
154176,"BURG"
6023,"BURG"
177977,"BURG"
47983,"BURG"
88296,"BURG"
91412,"BURG"
107347,"BURG"
86979,"BURG"
190179,"BURG"
165041,"BURG"
107543,"BURG"
110170,"BURG"
130941,"BURG"
150446,"BURG"
128037,"BURG"
64038,"BURG"
213816,"BURG"
204958,"BURG"
191653,"BURG"
160306,"BURG"
168114,"BURG"
222958,"BURG"
65299,"BURG"
33409,"BURG"
14072,"BURG"
87148,"BURG"
199183,"BURG"
120829,"BURG"
223164,"BURG"
43124,"BURG"
59621,"BURG"
101661,"BURG"
184271,"BURG"
74820,"BURG"
159740,"BURG"
342,"BURG"
187701,"BURG"
128028,"BURG"
225819,"BURG"
233167,"BURG"
30769,"BURG"
113308,"BURG"
239200,"BURG"
151016,"BURG"
89632,"BURG"
65211,"BURG"
138598,"BURG"
21977,"BURG"
160144,"BURG"
169591,"BURG"
228677,"BURG"
205214,"BURG"
68976,"BURG"
166372,"BURG"
113952,"BURG"
85301,"BURG"
42120,"BURG"
180227,"BURG"
27497,"BURG"
33462,"BURG"
24909,"BURG"
46002,"BURG"
87075,"BURG"
151711,"BURG"
10187,"BURG"
159315,"BURG"
82261,"BURG"
197167,"BURG"
205101,"BURG"
5275,"BURG"
73254,"BURG"
137387,"BURG"
10880,"BURG"
64902,"BURG"
64027,"BURG"
129218,"BURG"
63655,"BURG"
131312,"BURG"
185924,"BURG"
67570,"BURG"
88349,"BURG"
23384,"BURG"
106715,"BURG"
72934,"BURG"
92770,"BURG"
81475,"BURG"
225256,"BURG"
184195,"BURG"
193652,"BURG"
169368,"BURG"
35305,"BURG"
29922,"BURG"
103706,"BURG"
53115,"BURG"
140035,"BURG"
124394,"BURG"
126002,"BURG"
68810,"BURG"
194160,"BURG"
98240,"BURG"
133832,"BURG"
27313,"BURG"
34066,"BURG"
27630,"BURG"
172904,"BURG"
125829,"BURG"
154632,"BURG"
84805,"BURG"
4689,"BURG"
55213,"BURG"
37606,"BURG"
199347,"BURG"
127744,"BURG"
23458,"BURG"
103272,"BURG"
102345,"BURG"
184593,"BURG"
201402,"BURG"
70582,"BURG"
39764,"BURG"
232512,"BURG"
87894,"BURG"
169681,"BURG"
209610,"BURG"
94227,"BURG"
90055,"BURG"
209576,"BURG"
26231,"BURG"
80300,"BURG"
145754,"BURG"
83692,"BURG"
76669,"BURG"
183857,"BURG"
5347,"BURG"
102054,"BURG"
108833,"BURG"
47526,"BURG"
136538,"BURG"
96781,"BURG"
148220,"BURG"
190800,"BURG"
68656,"BURG"
123852,"BURG"
130087,"BURG"
33326,"BURG"
171720,"BURG"
158022,"BURG"
8716,"BURG"
186811,"BURG"
103580,"BURG"
185488,"BURG"
31788,"BURG"
4488,"BURG"
178692,"BURG"
218793,"BURG"
194435,"BURG"
23429,"BURG"
125707,"BURG"
189226,"BURG"
20348,"BURG"
70683,"BURG"
133140,"BURG"
192981,"BURG"
155437,"BURG"
239254,"BURG"
225190,"BURG"
96849,"BURG"
6872,"BURG"
177230,"BURG"
109238,"BURG"
194445,"BURG"
98445,"BURG"
131441,"BURG"
169615,"BURG"
216374,"BURG"
195593,"BURG"
111835,"BURG"
230077,"BURG"
137576,"BURG"
209411,"BURG"
48182,"BURG"
96725,"BURG"
1623,"BURG"
226222,"BURG"
66369,"BURG"
156919,"BURG"
86116,"BURG"
78985,"BURG"
49087,"BURG"
167591,"BURG"
120815,"BURG"
100222,"BURG"
132469,"BURG"
77016,"BURG"
98877,"BURG"
17714,"BURG"
110319,"BURG"
149421,"BURG"
70485,"BURG"
48171,"BURG"
60564,"BURG"
166507,"BURG"
5374,"BURG"
183884,"BURG"
149862,"BURG"
102462,"BURG"
52009,"BURG"
92532,"BURG"
50555,"BURG"
131194,"BURG"
212861,"BURG"
91283,"BURG"
203206,"BURG"
225167,"BURG"
114743,"BURG"
232262,"BURG"
106349,"BURG"
187014,"BURG"
207,"BURG"
191710,"BURG"
5007,"BURG"
22081,"BURG"
121802,"BURG"
158113,"BURG"
132947,"BURG"
197990,"BURG"
214651,"BURG"
53353,"BURG"
235964,"BURG"
185035,"BURG"
12494,"BURG"
69428,"BURG"
135762,"BURG"
164720,"BURG"
37980,"BURG"
175120,"BURG"
12457,"BURG"
159333,"BURG"
82082,"BURG"
68172,"BURG"
136261,"BURG"
159607,"BURG"
29078,"BURG"
23811,"BURG"
16329,"BURG"
163633,"BURG"
140159,"BURG"
45530,"BURG"
188465,"BURG"
238781,"BURG"
161413,"BURG"
23891,"BURG"
75836,"BURG"
239255,"BURG"
90849,"BURG"
98953,"BURG"
178323,"BURG"
117313,"BURG"
146777,"BURG"
214537,"BURG"
208762,"BURG"
102996,"BURG"
186966,"BURG"
178441,"BURG"
52386,"BURG"
126325,"BURG"
169783,"BURG"
24561,"BURG"
25328,"BURG"
27087,"BURG"
213483,"BURG"
6786,"BURG"
130747,"BURG"
10,"BURG"
176649,"BURG"
64262,"BURG"
114657,"BURG"
113855,"BURG"
73923,"BURG"
42182,"BURG"
51555,"BURG"
179210,"BURG"
18045,"BURG"
110813,"BURG"
217618,"BURG"
10464,"BURG"
202376,"BURG"
196339,"BURG"
27427,"BURG"
16828,"BURG"
187047,"BURG"
153536,"BURG"
79781,"BURG"
154972,"BURG"
41648,"BURG"
52369,"BURG"
96611,"BURG"
46165,"BURG"
8308,"BURG"
117180,"BURG"
35404,"BURG"
116143,"BURG"
223365,"BURG"
127681,"BURG"
189593,"BURG"
96998,"BURG"
229987,"BURG"
53941,"BURG"
221596,"BURG"
80398,"BURG"
237313,"BURG"
67949,"BURG"
54411,"BURG"
18156,"BURG"
172241,"BURG"
195232,"BURG"
47785,"BURG"
158361,"BURG"
14474,"BURG"
189935,"BURG"
207572,"BURG"
190789,"BURG"
10998,"BURG"
204081,"BURG"
139653,"BURG"
179161,"BURG"
106990,"BURG"
90445,"BURG"
224786,"BURG"
30416,"BURG"
140587,"BURG"
157850,"BURG"
157395,"BURG"
87388,"BURG"
31200,"BURG"
20587,"BURG"
51876,"BURG"
94286,"BURG"
12702,"BURG"
93227,"BURG"
94181,"BURG"
224089,"BURG"
134113,"BURG"
196629,"BURG"
71179,"BURG"
19590,"BURG"
222343,"BURG"
53573,"BURG"
59277,"BURG"
83289,"BURG"
59416,"BURG"
90402,"BURG"
26467,"BURG"
150794,"BURG"
82808,"BURG"
115206,"BURG"
138329,"BURG"
110893,"BURG"
110699,"BURG"
226917,"BURG"
37778,"BURG"
102960,"BURG"
6010,"BURG"
24217,"BURG"
29436,"BURG"
92863,"BURG"
78184,"BURG"
100264,"BURG"
87175,"BURG"
176709,"BURG"
32112,"BURG"
41938,"BURG"
204060,"BURG"
227404,"BURG"
43969,"BURG"
67367,"BURG"
42161,"BURG"
48010,"BURG"
233712,"BURG"
67733,"BURG"
23213,"BURG"
165338,"BURG"
129810,"BURG"
48779,"BURG"
57133,"BURG"
120163,"BURG"
192657,"BURG"
237015,"BURG"
186749,"BURG"
46584,"BURG"
231875,"BURG"
18344,"BURG"
133258,"BURG"
197583,"BURG"
43013,"BURG"
54419,"BURG"
231613,"BURG"
144596,"BURG"
162121,"BURG"
232313,"BURG"
151980,"BURG"
187365,"BURG"
116477,"BURG"
82210,"BURG"
217622,"BURG"
150283,"BURG"
209928,"BURG"
186112,"BURG"
62728,"BURG"
229742,"BURG"
54323,"BURG"
195469,"BURG"
38460,"BURG"
186430,"BURG"
215915,"BURG"
40603,"BURG"
150888,"BURG"
215223,"BURG"
33525,"BURG"
194078,"BURG"
48488,"BURG"
32009,"BURG"
105082,"BURG"
78760,"BURG"
134304,"BURG"
46876,"BURG"
228917,"BURG"
145415,"BURG"
194427,"BURG"
163859,"BURG"
59705,"BURG"
39037,"BURG"
151465,"BURG"
119808,"BURG"
216423,"BURG"
145912,"BURG"
131363,"BURG"
164798,"BURG"
191156,"BURG"
70991,"BURG"
221568,"BURG"
58621,"BURG"
106950,"BURG"
48111,"BURG"
181690,"BURG"
16689,"BURG"
16371,"BURG"
173814,"BURG"
82308,"BURG"
7794,"BURG"
190558,"BURG"
53789,"BURG"
119619,"BURG"
144026,"BURG"
62561,"BURG"
76369,"BURG"
209495,"BURG"
225979,"BURG"
122945,"BURG"
140398,"BURG"
137726,"BURG"
225291,"BURG"
12145,"BURG"
108397,"BURG"
148031,"BURG"
214178,"BURG"
217253,"BURG"
21680,"BURG"
127797,"BURG"
209140,"BURG"
197307,"BURG"
136658,"BURG"
142361,"BURG"
9593,"BURG"
54451,"BURG"
40044,"BURG"
205056,"BURG"
169868,"BURG"
200818,"BURG"
70605,"BURG"
226712,"BURG"
157237,"BURG"
114069,"BURG"
122578,"BURG"
178966,"BURG"
184074,"BURG"
175877,"BURG"
128144,"BURG"
58923,"BURG"
99630,"BURG"
93963,"BURG"
222456,"BURG"
152034,"BURG"
107979,"BURG"
16562,"BURG"
222195,"BURG"
214120,"BURG"
54738,"BURG"
69914,"BURG"
68474,"BURG"
16560,"BURG"
227980,"BURG"
158926,"BURG"
28471,"BURG"
51633,"BURG"
197237,"BURG"
67250,"BURG"
151355,"BURG"
142350,"BURG"
101964,"BURG"
83845,"BURG"
21076,"BURG"
64191,"BURG"
189067,"BURG"
96208,"BURG"
193512,"BURG"
58498,"BURG"
102047,"BURG"
84299,"BURG"
189034,"BURG"
128943,"BURG"
225673,"BURG"
91506,"BURG"
99448,"BURG"
48356,"BURG"
176491,"BURG"
29766,"BURG"
222808,"BURG"
165514,"BURG"
34394,"BURG"
236538,"BURG"
97291,"BURG"
178215,"BURG"
153773,"BURG"
152011,"BURG"
118598,"BURG"
157483,"BURG"
157012,"BURG"
102554,"BURG"
16839,"BURG"
88213,"BURG"
170543,"BURG"
186382,"BURG"
62147,"BURG"
77702,"BURG"
207512,"BURG"
118486,"BURG"
159891,"BURG"
114859,"BURG"
70863,"BURG"
69653,"BURG"
132117,"BURG"
128558,"BURG"
179469,"BURG"
89158,"BURG"
207953,"BURG"
31997,"BURG"
100930,"BURG"
171332,"BURG"
69070,"BURG"
77496,"BURG"
97324,"BURG"
104823,"BURG"
84204,"BURG"
13113,"BURG"
96545,"BURG"
4284,"BURG"
88878,"BURG"
55251,"BURG"
212596,"BURG"
9316,"BURG"
156665,"BURG"
116325,"BURG"
55981,"BURG"
95155,"BURG"
231046,"BURG"
27094,"BURG"
41612,"BURG"
44312,"BURG"
109443,"BURG"
153388,"BURG"
62004,"BURG"
117590,"BURG"
135770,"BURG"
144817,"BURG"
51848,"BURG"
205281,"BURG"
108449,"BURG"
7603,"BURG"
166842,"BURG"
211744,"BURG"
154568,"BURG"
195175,"BURG"
32069,"BURG"
237235,"BURG"
89032,"BURG"
51390,"BURG"
158230,"BURG"
228078,"BURG"
131210,"BURG"
234249,"BURG"
9079,"BURG"
45898,"BURG"
83580,"BURG"
18830,"BURG"
218188,"BURG"
80938,"BURG"
2942,"BURG"
78095,"BURG"
88232,"BURG"
179591,"BURG"
174033,"BURG"
194623,"BURG"
51920,"BURG"
70894,"BURG"
81786,"BURG"
9466,"BURG"
221592,"BURG"
101829,"BURG"
16672,"BURG"
138676,"BURG"
213002,"BURG"
122170,"BURG"
994,"BURG"
115769,"BURG"
237992,"BURG"
217130,"BURG"
73472,"BURG"
158992,"BURG"
56907,"BURG"
178162,"BURG"
15842,"BURG"
220626,"BURG"
205303,"BURG"
91406,"BURG"
93206,"BURG"
213569,"BURG"
33931,"BURG"
117328,"BURG"
127282,"BURG"
60990,"BURG"
227450,"BURG"
219844,"BURG"
187617,"BURG"
12691,"BURG"
23879,"BURG"
136225,"BURG"
10412,"BURG"
93159,"BURG"
173732,"BURG"
108428,"BURG"
238233,"BURG"
48788,"BURG"
158412,"BURG"
224741,"BURG"
177026,"BURG"
225239,"BURG"
74050,"BURG"
19399,"BURG"
14700,"BURG"
72492,"BURG"
238830,"BURG"
132145,"BURG"
170397,"BURG"
102903,"BURG"
145207,"BURG"
87028,"BURG"
18191,"BURG"
187735,"BURG"
154117,"BURG"
29678,"BURG"
3940,"BURG"
140574,"BURG"
56524,"BURG"
174152,"BURG"
35006,"BURG"
219920,"BURG"
24126,"BURG"
45176,"BURG"
148095,"BURG"
51216,"BURG"
230155,"BURG"
102833,"BURG"
63887,"BURG"
171198,"BURG"
7293,"BURG"
26478,"BURG"
164002,"BURG"
186917,"BURG"
195558,"BURG"
105147,"BURG"
123554,"BURG"
207039,"BURG"
201849,"BURG"
53454,"BURG"
40749,"BURG"
17300,"BURG"
10728,"BURG"
112213,"BURG"
36936,"BURG"
162482,"BURG"
138717,"BURG"
157120,"BURG"
51875,"BURG"
60968,"BURG"
15579,"BURG"
159055,"BURG"
99112,"BURG"
220801,"BURG"
27250,"BURG"
73791,"BURG"
180831,"BURG"
167944,"BURG"
101632,"BURG"
53024,"BURG"
6161,"BURG"
86068,"BURG"
4967,"BURG"
89135,"BURG"
8036,"BURG"
187809,"BURG"
87839,"BURG"
104763,"BURG"
164779,"BURG"
205425,"BURG"
13459,"BURG"
218722,"BURG"
169832,"BURG"
231788,"BURG"
63494,"BURG"
195973,"BURG"
151545,"BURG"
21063,"BURG"
55118,"BURG"
215743,"BURG"
116402,"BURG"
77351,"BURG"
225193,"BURG"
182148,"BURG"
92264,"BURG"
165317,"BURG"
135598,"BURG"
122732,"BURG"
9172,"BURG"
23019,"BURG"
124525,"BURG"
216334,"BURG"
222949,"BURG"
226236,"BURG"
30544,"BURG"
183008,"BURG"
92043,"BURG"
212448,"BURG"
124896,"BURG"
193487,"BURG"
31510,"BURG"
46332,"BURG"
6673,"BURG"
77959,"BURG"
69675,"BURG"
61914,"BURG"
236487,"BURG"
111993,"BURG"
170223,"BURG"
98876,"BURG"
147443,"BURG"
184714,"BURG"
214446,"BURG"
164024,"BURG"
54586,"BURG"
107304,"BURG"
183685,"BURG"
225352,"BURG"
11387,"BURG"
136697,"BURG"
182102,"BURG"
48123,"BURG"
146170,"BURG"
164654,"BURG"
196969,"BURG"
227139,"BURG"
179031,"BURG"
24666,"BURG"
90583,"BURG"
192822,"BURG"
103213,"BURG"
141961,"BURG"
124790,"BURG"
94769,"BURG"
176866,"BURG"
129273,"BURG"
117767,"BURG"
135343,"BURG"
236032,"BURG"
207213,"BURG"
210189,"BURG"
144202,"BURG"
103262,"BURG"
108924,"BURG"
208619,"BURG"
6460,"BURG"
128523,"BURG"
156156,"BURG"
5785,"BURG"
180234,"BURG"
3791,"BURG"
4076,"BURG"
112682,"BURG"
76982,"BURG"
208580,"BURG"
49142,"BURG"
156073,"BURG"
18478,"BURG"
202040,"BURG"
209406,"BURG"
217401,"BURG"
98583,"BURG"
101228,"BURG"
90872,"BURG"
116624,"BURG"
188932,"BURG"
194765,"BURG"
136650,"BURG"
212213,"BURG"
157223,"BURG"
28406,"BURG"
134618,"BURG"
141663,"BURG"
227209,"BURG"
209200,"BURG"
197226,"BURG"
182868,"BURG"
236697,"BURG"
19646,"BURG"
169689,"BURG"
93105,"BURG"
62676,"BURG"
13205,"BURG"
173060,"BURG"
223421,"BURG"
226262,"BURG"
56439,"BURG"
100441,"BURG"
23259,"BURG"
84152,"BURG"
198952,"BURG"
128432,"BURG"
13886,"BURG"
99001,"BURG"
202078,"BURG"
172531,"BURG"
24249,"BURG"
66423,"BURG"
209087,"BURG"
45453,"BURG"
91401,"BURG"
214789,"BURG"
194309,"BURG"
46422,"BURG"
34408,"BURG"
182569,"BURG"
72944,"BURG"
137286,"BURG"
29517,"BURG"
82712,"BURG"
168728,"BURG"
78539,"BURG"
172971,"BURG"
217933,"BURG"
239375,"BURG"
27570,"BURG"
27892,"BURG"
228321,"BURG"
28254,"BURG"
123868,"BURG"
33306,"BURG"
46110,"BURG"
202546,"BURG"
21799,"BURG"
209773,"BURG"
40905,"BURG"
96104,"BURG"
114738,"BURG"
217284,"BURG"
96329,"BURG"
185526,"BURG"
127417,"BURG"
15532,"BURG"
4914,"BURG"
133501,"BURG"
81349,"BURG"
159357,"BURG"
121760,"BURG"
197808,"BURG"
79392,"BURG"
7898,"BURG"
221724,"BURG"
181456,"BURG"
58919,"BURG"
25343,"BURG"
216136,"BURG"
239105,"BURG"
32213,"BURG"
153427,"BURG"
78550,"BURG"
146718,"BURG"
75917,"BURG"
189109,"BURG"
149767,"BURG"
220840,"BURG"
177017,"BURG"
105888,"BURG"
58127,"BURG"
206920,"BURG"
51089,"BURG"
104724,"BURG"
119353,"BURG"
214417,"BURG"
197638,"BURG"
136097,"BURG"
46203,"BURG"
30464,"BURG"
52441,"BURG"
69853,"BURG"
199064,"BURG"
112301,"BURG"
235835,"BURG"
119749,"BURG"
57183,"BURG"
189839,"BURG"
151349,"BURG"
97336,"BURG"
184432,"BURG"
236186,"BURG"
179843,"BURG"
12569,"BURG"
197863,"BURG"
216096,"BURG"
232128,"BURG"
110875,"BURG"
31560,"BURG"
72899,"BURG"
124148,"BURG"
158961,"BURG"
46907,"BURG"
104140,"BURG"
157766,"BURG"
171747,"BURG"
59314,"BURG"
50465,"BURG"
130241,"BURG"
218573,"BURG"
138157,"BURG"
38565,"BURG"
51556,"BURG"
224425,"BURG"
24567,"BURG"
195055,"BURG"
57621,"BURG"
43577,"BURG"
34830,"BURG"
151523,"BURG"
223445,"BURG"
144048,"BURG"
93304,"BURG"
71610,"BURG"
70794,"BURG"
220534,"BURG"
208837,"BURG"
77871,"BURG"
30923,"BURG"
188402,"BURG"
72304,"BURG"
14558,"BURG"
11082,"BURG"
37201,"BURG"
92844,"BURG"
175562,"BURG"
86854,"BURG"
190999,"BURG"
152949,"BURG"
3625,"BURG"
43583,"BURG"
155633,"BURG"
155651,"BURG"
95161,"BURG"
195617,"BURG"
237807,"BURG"
151575,"BURG"
13486,"BURG"
237372,"BURG"
198379,"BURG"
139088,"BURG"
227499,"BURG"
40037,"BURG"
155207,"BURG"
118792,"BURG"
87614,"BURG"
74037,"BURG"
211527,"BURG"
231852,"BURG"
148554,"BURG"
169553,"BURG"
178373,"BURG"
61279,"BURG"
106091,"BURG"
110715,"BURG"
54622,"BURG"
81710,"BURG"
65032,"BURG"
103619,"BURG"
158400,"BURG"
162404,"BURG"
108214,"BURG"
158066,"BURG"
219364,"BURG"
201321,"BURG"
42861,"BURG"
17271,"BURG"
7837,"BURG"
108440,"BURG"
117850,"BURG"
150128,"BURG"
132217,"BURG"
122824,"BURG"
62090,"BURG"
234394,"BURG"
221457,"BURG"
4237,"BURG"
26583,"BURG"
200739,"BURG"
189438,"BURG"
74817,"BURG"
84306,"BURG"
239245,"BURG"
166461,"BURG"
57076,"BURG"
62519,"BURG"
184108,"BURG"
50124,"BURG"
107278,"BURG"
60757,"BURG"
165800,"BURG"
144255,"BURG"
99746,"BURG"
124240,"BURG"
32901,"BURG"
5194,"BURG"
231285,"BURG"
142371,"BURG"
13855,"BURG"
53958,"BURG"
45553,"BURG"
239459,"BURG"
182223,"BURG"
93092,"BURG"
224115,"BURG"
12000,"BURG"
142572,"BURG"
199253,"BURG"
212204,"BURG"
154596,"BURG"
168314,"BURG"
5103,"BURG"
89377,"BURG"
117579,"BURG"
307,"BURG"
224367,"BURG"
174978,"BURG"
108452,"BURG"
12676,"BURG"
136405,"BURG"
193644,"BURG"
162988,"BURG"
128719,"BURG"
30292,"BURG"
126100,"BURG"
235713,"BURG"
96565,"BURG"
64340,"BURG"
141655,"BURG"
194722,"BURG"
34376,"BURG"
139353,"BURG"
92048,"BURG"
9617,"BURG"
99164,"BURG"
90089,"BURG"
183881,"BURG"
101021,"BURG"
195339,"BURG"
133113,"BURG"
202193,"BURG"
111923,"BURG"
153914,"BURG"
148601,"BURG"
101814,"BURG"
159861,"BURG"
52003,"BURG"
106691,"BURG"
42394,"BURG"
88707,"BURG"
120841,"BURG"
49647,"BURG"
11391,"BURG"
111277,"BURG"
46126,"BURG"
35135,"BURG"
122566,"BURG"
178354,"BURG"
93916,"BURG"
38958,"BURG"
87236,"BURG"
39541,"BURG"
104400,"BURG"
31051,"BURG"
106494,"BURG"
196239,"BURG"
148645,"BURG"
96664,"BURG"
198347,"BURG"
121959,"BURG"
120142,"BURG"
192726,"BURG"
236743,"BURG"
224473,"BURG"
213766,"BURG"
49067,"BURG"
85587,"BURG"
57824,"BURG"
18016,"BURG"
153980,"BURG"
121972,"BURG"
147600,"BURG"
122714,"BURG"
213701,"BURG"
21616,"BURG"
31290,"BURG"
22165,"BURG"
229927,"BURG"
159030,"BURG"
84537,"BURG"
236501,"BURG"
140305,"BURG"
178612,"BURG"
129959,"BURG"
137611,"BURG"
219292,"BURG"
108415,"BURG"
105692,"BURG"
192780,"BURG"
97646,"BURG"
237705,"BURG"
96358,"BURG"
144243,"BURG"
70645,"BURG"
138825,"BURG"
5186,"BURG"
205474,"BURG"
233407,"BURG"
123054,"BURG"
127878,"BURG"
113883,"BURG"
50187,"BURG"
237242,"BURG"
21902,"BURG"
105933,"BURG"
219748,"BURG"
103578,"BURG"
46019,"BURG"
200208,"BURG"
52689,"BURG"
134250,"BURG"
125923,"BURG"
234980,"BURG"
124018,"BURG"
39036,"BURG"
150138,"BURG"
131001,"BURG"
172417,"BURG"
168705,"BURG"
11841,"BURG"
39354,"BURG"
44369,"BURG"
237245,"BURG"
237836,"BURG"
36909,"BURG"
15746,"BURG"
52833,"BURG"
134917,"BURG"
157521,"BURG"
230483,"BURG"
120682,"BURG"
185723,"BURG"
199830,"BURG"
117227,"BURG"
198679,"BURG"
196409,"BURG"
49805,"BURG"
168350,"BURG"
148992,"BURG"
8333,"BURG"
218062,"BURG"
221442,"BURG"
113999,"BURG"
1382,"BURG"
138882,"BURG"
78513,"BURG"
11651,"BURG"
215877,"BURG"
212905,"BURG"
135785,"BURG"
186669,"BURG"
3951,"BURG"
26136,"BURG"
64252,"BURG"
106794,"BURG"
222,"BURG"
119256,"BURG"
99225,"BURG"
196361,"BURG"
104149,"BURG"
71749,"BURG"
72819,"BURG"
3797,"BURG"
133669,"BURG"
18956,"BURG"
72666,"BURG"
189677,"BURG"
178382,"BURG"
43014,"BURG"
8330,"BURG"
212552,"BURG"
4713,"BURG"
72857,"BURG"
121586,"BURG"
39954,"BURG"
126441,"BURG"
186567,"BURG"
226180,"BURG"
220514,"BURG"
144301,"BURG"
126919,"BURG"
128958,"BURG"
30800,"BURG"
184693,"BURG"
203097,"BURG"
95139,"BURG"
140491,"BURG"
189249,"BURG"
155607,"BURG"
222635,"BURG"
173042,"BURG"
180176,"BURG"
201017,"BURG"
64089,"BURG"
34223,"BURG"
57124,"BURG"
227943,"BURG"
41870,"BURG"
227518,"BURG"
20947,"BURG"
119876,"BURG"
5640,"BURG"
1837,"BURG"
175362,"BURG"
66483,"BURG"
221490,"BURG"
158210,"BURG"
24549,"BURG"
108395,"BURG"
9308,"BURG"
148820,"BURG"
127842,"BURG"
126854,"BURG"
93909,"BURG"
35855,"BURG"
60954,"BURG"
5882,"BURG"
44038,"BURG"
19653,"BURG"
99947,"BURG"
55260,"BURG"
10721,"BURG"
116002,"BURG"
115230,"BURG"
171192,"BURG"
90409,"BURG"
190612,"BURG"
35438,"BURG"
16982,"BURG"
207085,"BURG"
15745,"BURG"
224519,"BURG"
180075,"BURG"
9178,"BURG"
158622,"BURG"
172878,"BURG"
